ID;Origin;Table;Value;"Modified by";"IP Address";"Mod. date";"Mod. time";Action
2765;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:47:09;login
2766;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:47:13;login
2767;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:47:40;login
2768;Front;entity_channel;12;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:47:47;delete
2769;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:48:01;login
2770;Front;entity_network;4;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:48:18;add
2771;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:48:22;login
2772;Front;entity_network;4;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:48:26;edit
2773;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:48:32;login
2774;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:48:38;login
2775;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:49:06;login
2776;Front;entity_network;4;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:49:16;delete
2777;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:49:32;login
2778;Front;routing_backup;"069 | 069";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:49:42;add
2779;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:50:47;login
2780;Front;routing_backup;"069 | 069";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:50:50;edit
2781;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:50:54;login
2782;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:51:00;login
2783;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:51:28;login
2784;Front;routing_backup;"069 | 069";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:51:35;delete
2785;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:51:51;login
2786;Front;issuer_bank;0000;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:51:55;add
2787;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:52:09;login
2788;Front;issuer_bank;0000;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:52:12;edit
2789;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:52:16;login
2790;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:52:23;login
2791;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:52:51;login
2792;Front;issuer_bank;0000;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:52:58;delete
2793;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:53:13;login
2794;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:53:23;login
2795;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:53:30;login
2796;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:53:47;login
2797;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:54:10;login
2798;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:54:16;login
2799;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:54:19;login
2800;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:54:46;login
2801;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:55:03;login
2802;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:55:32;login
2803;Front;account;069;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:55:50;edit
2804;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:55:56;login
2805;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:56:00;login
2806;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:56:28;login
2807;Front;account;069;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:56:34;delete
2808;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:56:49;login
2809;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:57:05;login
2810;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:57:16;login
2811;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:57:20;login
2812;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:57:48;login
2813;Front;test_cards;A01;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:57:55;delete
2814;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:58:11;login
2815;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:58:21;login
2816;Front;routing_update_key;"2 | 2 | 2746 | 2";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:58:24;edit
2817;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:58:28;login
2818;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:58:33;login
2819;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:59:00;login
2820;Front;routing_update_key;"4 | 2 | 2004 | 4";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:59:06;delete
2821;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:59:21;login
2822;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:59:31;login
2823;Front;routing;"1 | 2 | 0 | 418";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:59:36;edit
2824;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:59:39;login
2825;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;09:59:44;login
2826;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:00:38;login
2827;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:00:42;login
2828;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:02:39;login
2829;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:03:10;login
2830;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:04:25;login
2831;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:04:29;login
2832;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:05:15;login
2833;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:05:19;login
2834;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:05:26;login
2835;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:05:40;login
2836;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:05:47;login
2837;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:08:28;login
2838;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:09:58;login
2839;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:10:03;login
2840;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:10:09;login
2841;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:10:35;login
2842;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:10:43;login
2843;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:11:02;login
2844;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:11:38;login
2845;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:11:51;login
2846;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:12:18;login
2847;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:12:36;login
2848;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:12:48;login
2849;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:12:59;login
2850;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:13:22;login
2851;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:13:31;login
2852;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:13:39;login
2853;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:13:47;login
2854;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:13:54;login
2855;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:14:02;login
2856;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:14:10;login
2857;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:14:18;login
2858;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:14:26;login
2859;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:14:44;login
2860;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:14:49;login
2861;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:15:04;login
2862;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:15:06;login
2863;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:15:09;login
2864;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:15:13;login
2865;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:15:19;login
2866;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:15:24;logout
2867;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:15:36;login
2868;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:15:55;login
2869;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:16:08;login
2870;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:16:14;login
2871;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:16:41;login
2872;Front;entity_channel;44;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:16:48;delete
2873;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:17:00;login
2874;Front;entity_network;4;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:17:15;add
2875;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:17:20;login
2876;Front;entity_network;4;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:17:24;edit
2877;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:17:30;login
2878;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:17:36;login
2879;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:18:04;login
2880;Front;entity_network;4;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:18:14;delete
2881;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:18:34;login
2882;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:19:39;login
2883;Front;routing_backup;"A01 | A01";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:19:42;edit
2884;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:19:46;login
2885;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:19:53;login
2886;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:20:21;login
2887;Front;routing_backup;"A01 | 069";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:20:28;delete
2888;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:20:42;login
2889;Front;issuer_bank;0000;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:20:46;add
2890;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:21:00;login
2891;Front;issuer_bank;0000;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:21:03;edit
2892;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:21:07;login
2893;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:21:13;login
2894;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:21:42;login
2895;Front;issuer_bank;0000;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:21:49;delete
2896;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:22:04;login
2897;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:22:13;login
2898;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:22:21;login
2899;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:22:37;login
2900;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:23:00;login
2901;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:23:09;login
2902;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:23:12;login
2903;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:23:39;login
2904;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:23:56;login
2905;Front;account;069;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:24:14;add
2906;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:24:42;login
2907;Front;account;069;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:25:00;edit
2908;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:25:06;login
2909;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:25:10;login
2910;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:25:37;login
2911;Front;account;069;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:25:43;delete
2912;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:25:59;login
2913;Front;test_cards;A01;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:26:06;add
2914;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:26:22;login
2915;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:26:33;login
2916;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:26:38;login
2917;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:27:06;login
2918;Front;test_cards;A01;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:27:13;delete
2919;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:27:27;login
2920;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:27:38;login
2921;Front;routing_update_key;"2 | 2 | 2746 | 2";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:27:40;edit
2922;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:27:44;login
2923;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:27:49;login
2924;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:28:16;login
2925;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:28:36;login
2926;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:28:46;login
2927;Front;routing;"1 | 2 | 0 | 418";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:28:53;edit
2928;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:28:56;login
2929;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:29:01;login
2930;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:29:28;login
2931;Front;routing;"1 | 2 | 0 | 418";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:29:34;delete
2932;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:29:50;login
2933;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:30:20;login
2934;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:30:45;login
2935;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:30:52;login
2936;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:31:21;login
2937;Front;entity;12;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:31:28;delete
2938;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:31:43;login
2939;Front;entity_protocol;"1 | PUC | 5.5.7";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:31:46;add
2940;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:32:00;login
2941;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:32:06;login
2942;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:32:11;login
2943;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:32:38;login
2944;Front;entity_protocol;"1 | PUC | 5.5.7";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:32:45;delete
2945;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:33:01;login
2946;Front;company;1;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:33:05;add
2947;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:33:19;login
2948;Front;company;3;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:33:24;edit
2949;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:33:27;login
2950;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:33:31;login
2951;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:33:57;login
2952;Front;company;1;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:34:04;delete
2953;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:34:19;login
2954;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:34:31;login
2955;Front;currency;840;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:34:36;edit
2956;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:34:39;login
2957;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:34:44;login
2958;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:35:13;login
2959;Front;currency;12;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:35:20;delete
2960;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:35:35;login
2961;Front;store;2003;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:35:40;add
2962;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:35:54;login
2963;Front;store;2109;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:36:01;edit
2964;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:36:04;login
2965;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:36:07;login
2966;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:36:34;login
2967;Front;store;2003;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:36:41;delete
2968;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:37:38;login
2969;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:37:56;login
2970;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:38:04;login
2971;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:38:07;login
2972;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:38:34;login
2973;Front;pos;"2 | 2028";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:38:41;delete
2974;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:38:57;login
2975;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:39:40;login
2976;Front;pos_type;3;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:39:46;edit
2977;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:39:49;login
2978;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:39:53;login
2979;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:40:19;login
2980;Front;pos_type;1;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:40:27;delete
2981;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:40:44;login
2982;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:40:50;login
2983;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:41:20;login
2984;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:41:43;login
2985;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:41:49;login
2986;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:42:25;login
2987;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:43:30;login
2988;Front;card_schema;0;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:43:34;edit
2989;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:43:37;login
2990;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:43:42;login
2991;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:44:10;login
2992;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:44:27;login
2993;Front;card_group;1;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:44:30;add
2994;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:44:42;login
2995;Front;card_group;1;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:44:48;edit
2996;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:44:51;login
2997;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:44:54;login
2998;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:45:21;login
2999;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:45:39;login
3000;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:47:08;login
3001;Front;card_type_management;011;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:47:13;edit
3002;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:47:16;login
3003;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:47:21;login
3004;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:47:48;login
3005;Front;card_type_management;011;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:47:54;delete
3006;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:48:07;login
